date,hour,demand
2021-03-05,15,92.88048989683186
2021-03-05,16,91.99532732539276
2021-03-05,17,99.17556341706154
2021-03-05,18,98.30878634605466
2021-03-05,19,89.05387343882757
2021-03-05,20,89.25009713861408
2021-03-05,21,70.01464933632357
2021-03-05,22,71.4025371045004
2021-03-05,23,67.43358290317634
2021-03-06,0,69.81963879366941
2021-03-06,1,61.51182827003299
2021-03-06,2,68.57071328536938
2021-03-06,4,65.8944614757742
2021-03-06,7,65.68009450915854
2021-03-06,8,65.02175117127416
2021-03-06,9,80.68153751449867
2021-03-06,10,95.53313835451321
2021-03-06,11,99.459815521605
2021-03-06,12,130.8750445072606
2021-03-06,13,126.87234474242005
2021-03-06,14,120.92328126885245
2021-03-06,15,125.37610892848697
2021-03-06,16,112.37358685899986
2021-03-06,17,109.66020221114954
2021-03-06,18,113.22403179360603
2021-03-06,19,99.37402939869473
2021-03-06,20,94.00285963976451
2021-03-06,21,74.58656412179849
2021-03-06,22,74.42042237016106
2021-03-06,23,71.44835366194889
2021-03-07,0,62.68471248487756
2021-03-07,1,51.44890993757325
2021-03-07,2,63.07066043966256
2021-03-07,3,54.55510471634889
2021-03-07,4,60.37577460631405
2021-03-07,5,56.329923617049104
2021-03-07,7,60.81018778268647
2021-03-07,8,64.68642393670805
2021-03-07,9,80.14798762172772
2021-03-07,10,89.71202993133073
2021-03-07,11,101.7511720606346
2021-03-07,12,114.051820033212
2021-03-07,13,114.67785794936398
2021-03-07,14,107.53862757586961
2021-03-07,15,108.0787154325821
2021-03-07,16,106.43370064472401
2021-03-07,17,101.66349120133384
2021-03-07,18,95.0709271502904
2021-03-07,19,91.98493318138883
2021-03-07,20,74.98493496530875
2021-03-07,21,73.3559711737786
2021-03-07,22,69.55595882917967
2021-03-07,23,67.39168822661594
2021-03-08,0,49.114301294452304
2021-03-08,1,44.15480518019848
2021-03-08,2,49.48537737831627
2021-03-08,3,48.57946635109459
2021-03-08,4,50.563645765485184
2021-03-08,6,56.184211828854025
2021-03-08,7,75.78655958735587
2021-03-08,8,75.99605440366587
2021-03-08,9,74.96818774700728
2021-03-08,10,63.65325746407852
2021-03-08,11,72.58728900082221
2021-03-08,12,83.59857781999331
2021-03-08,13,80.79647707983602
2021-03-08,14,80.90198228211442
2021-03-08,15,79.35018742920914
2021-03-08,16,82.4924320703241
2021-03-08,17,80.44578075457069
2021-03-08,18,85.85049151686067
2021-03-08,19,81.2651185287366
2021-03-08,20,75.85056993020163
2021-03-08,21,67.86849969059304
2021-03-08,22,55.34481760701769
2021-03-08,23,54.088155929904886
2021-03-09,0,56.51867988681114
2021-03-09,1,48.90580250322934
2021-03-09,2,52.6906507603071
2021-03-09,3,49.950977998466286
2021-03-09,4,54.454691126249486
2021-03-09,5,58.18562574704006
2021-03-09,6,55.941018943299085
2021-03-09,7,70.29760297695933
2021-03-09,8,75.71506487889233
2021-03-09,9,74.36216882702303
2021-03-09,10,59.91530053779609
2021-03-09,11,72.79329983922136
2021-03-09,12,77.39715401811574
2021-03-09,13,79.98195813059706
2021-03-09,14,74.78800014628442
2021-03-09,15,69.61338109171899
2021-03-09,16,75.79727435564733
2021-03-09,17,80.93652952457464
2021-03-09,18,85.53072030223828
2021-03-09,19,78.06668820672425
2021-03-09,20,74.1990702768926
2021-03-09,21,63.45621690108776
2021-03-09,22,59.25967642677429
2021-03-09,23,55.69272613517253
2021-03-10,0,60.708984452154674
2021-03-10,1,52.93943983655002
2021-03-10,2,60.37262699688439
2021-03-10,4,60.890745042708204
2021-03-10,6,52.37547387452465
2021-03-10,7,70.51891815970433
2021-03-10,8,76.25905435973304
2021-03-10,9,75.83560802696124
2021-03-10,10,61.63932519422404
2021-03-10,11,75.57697023722646
2021-03-10,12,72.84513759580304
2021-03-10,13,73.06604170828437
2021-03-10,14,70.13836222034189
2021-03-10,15,70.22132718250009
2021-03-10,16,76.01020732392519
2021-03-10,17,85.3547624928525
2021-03-10,18,88.35861169345891
2021-03-10,19,82.89308208789615
2021-03-10,20,74.56888398588332
2021-03-10,21,67.21005244050001
2021-03-10,22,66.5459320686316
2021-03-10,23,69.265584903263
2021-03-11,0,62.87867239555203
2021-03-11,2,64.26577780943414
2021-03-11,3,59.88486223387262
2021-03-11,4,60.79917266829153
2021-03-11,5,57.38849919697745
2021-03-11,6,54.290816549500946
2021-03-11,7,72.50268938588158
2021-03-11,8,75.78851507565639
2021-03-11,9,79.20712927556892
2021-03-11,10,77.521867184744
2021-03-11,11,81.54085804680396
2021-03-11,12,82.07107083283705
2021-03-11,13,78.50992110376563
2021-03-11,14,71.35985606258674
2021-03-11,15,80.45981163393569
2021-03-11,16,80.35753298840484
2021-03-11,17,92.09902128415112
2021-03-11,18,93.3058160465797
2021-03-11,19,84.9282506451897
2021-03-11,20,75.27088009891108
2021-03-11,21,72.85244053945358
2021-03-11,22,74.82446316795954
2021-03-11,23,68.02949467622173
2021-03-12,0,63.86229610785384
2021-03-12,1,59.1741072395
2021-03-12,2,63.13345902459906
2021-03-12,4,62.848481858256946
2021-03-12,5,53.29860520215922
2021-03-12,6,49.63825910198916
2021-03-12,7,67.05561400704217
2021-03-12,8,70.68019983175543
2021-03-12,9,84.30855800879732
2021-03-12,10,88.68000004578941
2021-03-12,11,94.37062059814158
2021-03-12,12,98.21614850612943
2021-03-12,13,90.230252489196
2021-03-12,14,84.97434073228155
2021-03-12,15,87.6547173312698
2021-03-12,16,90.58874577673323
2021-03-12,17,96.42639284846197
2021-03-12,18,94.55569278098422
2021-03-12,19,87.81882877392911
2021-03-12,20,74.78267444763424
2021-03-12,21,76.32437622784788
2021-03-12,22,75.10878340934808
2021-03-12,23,66.90830199099886
2021-03-13,0,63.60211161165835
2021-03-13,1,54.16303596665964
2021-03-13,2,58.4096128554987
2021-03-13,5,51.8389824803135
2021-03-13,6,49.429999514615254
2021-03-13,7,67.80840822155335
2021-03-13,8,64.74109335681419
2021-03-13,9,81.29000236391423
2021-03-13,10,90.92720010638007
2021-03-13,11,97.82235321738933
2021-03-13,12,118.55709535626414
2021-03-13,13,112.5388625564998
2021-03-13,14,105.83261277398124
2021-03-13,15,119.9995820684903
2021-03-13,16,116.62430856793415
2021-03-13,17,106.498730516112
2021-03-13,18,104.7387697305547
2021-03-13,19,100.229007442709
2021-03-13,20,86.32645422735511
2021-03-13,21,78.32240097504632
2021-03-13,22,70.63217943767276
2021-03-13,23,62.898425321136926
2021-03-14,0,66.65003092283337
2021-03-14,1,59.11752194632489
2021-03-14,2,63.923985306932366
2021-03-14,3,55.89904231428784
2021-03-14,5,55.87899642254283
2021-03-14,6,53.82645597271373
2021-03-14,7,64.65768661232273
2021-03-14,8,64.45784644227548
2021-03-14,9,75.52131700656342
2021-03-14,10,85.07490787306232
2021-03-14,11,103.53320317517534
2021-03-14,12,110.13170877127163
2021-03-14,13,103.52022026339478
2021-03-14,14,96.75500794968643
2021-03-14,15,100.24056096214649
2021-03-14,16,95.96193148161794
2021-03-14,17,92.25978179634865
2021-03-14,18,85.298162598849
2021-03-14,19,87.68986174671085
2021-03-14,20,70.9496416898521
2021-03-14,21,68.19032286277331
2021-03-14,22,64.86982261100398
2021-03-14,23,59.16472996341699
2021-03-15,0,48.96203862061105
2021-03-15,1,48.294799949707055
2021-03-15,2,53.825164307140525
2021-03-15,4,52.90609026604663
2021-03-15,5,54.80622189489385
2021-03-15,6,54.90802641191513
2021-03-15,7,77.40833866365645
2021-03-15,8,78.61279404749665
2021-03-15,9,77.89520366051786
2021-03-15,10,67.06221993999443
2021-03-15,11,74.50522073767682
2021-03-15,12,87.49156428033024
2021-03-15,13,78.7199498314102
2021-03-15,14,76.23583809629577
2021-03-15,15,82.6497250652586
2021-03-15,16,76.51193487926439
2021-03-15,17,77.88955435879905
2021-03-15,18,87.52520643492088
2021-03-15,19,81.8984513994416
2021-03-15,20,74.69178280090662
2021-03-15,21,64.52649057485444
2021-03-15,22,55.292198370876726
2021-03-15,23,61.74550466861743
2021-03-16,0,56.50535240394372
2021-03-16,1,57.451100652289284
2021-03-16,2,61.786330174212495
2021-03-16,4,58.16330971966539
2021-03-16,5,61.6341465981464
2021-03-16,6,60.65007367035112
2021-03-16,7,70.76474177559945
2021-03-16,8,74.96591701884174
2021-03-16,9,70.96115129717326
2021-03-16,10,64.5719893980562
2021-03-16,11,70.17331578627346
2021-03-16,12,77.73252229316151
2021-03-16,13,72.0466767984635
2021-03-16,14,70.80183369837904
2021-03-16,15,69.8838891371905
2021-03-16,16,68.4315804937702
2021-03-16,17,82.04237566269751
2021-03-16,18,91.29091266899886
2021-03-16,19,76.33708545629733
2021-03-16,20,78.81668328405804
2021-03-16,21,63.01834205852176
2021-03-16,22,61.49936746858343
2021-03-16,23,61.89935035245125
2021-03-17,0,61.85189264778865
2021-03-17,1,56.58134662317281
2021-03-17,2,63.61391422431966
2021-03-17,4,57.949246207581325
2021-03-17,5,58.64963098462191
2021-03-17,6,58.97123303213502
2021-03-17,7,67.70742231401604
2021-03-17,8,74.03545625476808
2021-03-17,9,70.32393455711093
2021-03-17,10,63.95963048508906
2021-03-17,11,73.41860820613877
2021-03-17,12,74.05626284296373
2021-03-17,13,71.46020320328668
2021-03-17,14,66.52776278987082
2021-03-17,15,73.20311518282745
2021-03-17,16,71.72363588641957
2021-03-17,17,85.44453251439076
2021-03-17,18,93.64020227270088
2021-03-17,19,83.15191722297678
2021-03-17,20,84.77350506410319
2021-03-17,21,68.80973854874762
2021-03-17,22,73.88229907581368
2021-03-17,23,70.27465574458257
2021-03-18,0,63.75055421795685
2021-03-18,1,57.36260132182619
2021-03-18,2,60.69783779460451
2021-03-18,4,51.89840093625924
2021-03-18,5,53.30684870237253
2021-03-18,6,51.28868918766984
2021-03-18,7,67.46915049751738
2021-03-18,8,72.93528998524025
2021-03-18,9,72.30816252561549
2021-03-18,10,77.02233853876763
2021-03-18,11,80.2962725421317
2021-03-18,12,77.86438577435327
2021-03-18,13,78.94982744632185
2021-03-18,14,72.86898703290598
2021-03-18,15,77.55670032479749
2021-03-18,16,75.3015022414337
2021-03-18,17,85.41641199622386
2021-03-18,18,89.22958731635613
2021-03-18,19,86.12078993115598
2021-03-18,20,81.64602148753849
2021-03-18,21,72.9407850507601
2021-03-18,22,74.58742605936163
2021-03-18,23,68.9845290702189
2021-03-19,0,71.14850569662187
2021-03-19,2,60.50756914284361
2021-03-19,4,51.88605082981904
2021-03-19,5,53.007843770677205
2021-03-19,6,50.80483029838717
2021-03-19,7,69.12582321447813
2021-03-19,8,71.9455499506911
2021-03-19,9,83.20730963596672
2021-03-19,10,88.89633511141534
2021-03-19,11,90.753580364382
2021-03-19,12,102.78038918931435
2021-03-19,13,91.86075795571989
2021-03-19,14,87.1215931221331
2021-03-19,15,89.56027432057223
2021-03-19,16,91.8676932366722
2021-03-19,17,94.04653679960347
2021-03-19,18,90.78117389298646
2021-03-19,19,87.21730663912923
2021-03-19,20,75.75842318575437
2021-03-19,21,72.61645548232542
2021-03-19,22,73.57163076035866
2021-03-19,23,73.071846307158
2021-03-20,0,70.0294117452301
2021-03-20,1,69.78944692734431
2021-03-20,2,71.2336785411887
2021-03-20,5,52.44770026655965
2021-03-20,6,50.76421706770711
2021-03-20,7,69.78027895725296
2021-03-20,8,66.56226583445714
2021-03-20,9,85.42185465338368
2021-03-20,10,96.73154920975965
2021-03-20,11,106.10122411514348
2021-03-20,12,124.96048572074625
2021-03-20,13,117.33218889872535
2021-03-20,14,108.92825032621123
2021-03-20,15,108.06511374992664
2021-03-20,16,110.14217778122864
2021-03-20,17,101.82681095656142
2021-03-20,18,101.63659706795775
2021-03-20,19,89.01072514738328
2021-03-20,20,88.94376131301205
2021-03-20,21,75.82074996805187
2021-03-20,22,75.38279911352441
2021-03-20,23,77.56347287102041
2021-03-21,1,66.04153994827175
2021-03-21,2,67.34407345476944
2021-03-21,3,59.86485614831877
2021-03-21,5,55.16548374501862
2021-03-21,7,64.64587404269092
2021-03-21,8,61.170361156579204
2021-03-21,9,79.97885631864283
2021-03-21,10,96.37198286051694
2021-03-21,11,105.1599438277596
2021-03-21,12,107.39068304042439
2021-03-21,13,107.30387061727845
2021-03-21,14,94.17865914616698
2021-03-21,15,87.83891878635058
2021-03-21,16,85.19076531563186
2021-03-21,17,86.26720283369588
2021-03-21,18,81.67933942414109
2021-03-21,19,82.6642208527446
2021-03-21,20,75.51653166880587
2021-03-21,21,70.81285262919496
2021-03-21,22,74.45847273289253
2021-03-21,23,77.1310668121638
2021-03-22,0,54.82771763807255
2021-03-22,1,44.9318498224326
2021-03-22,2,49.20069508091649
2021-03-22,5,53.62175801947009
2021-03-22,6,47.61057330748846
2021-03-22,7,77.99713253054976
2021-03-22,8,79.77821433517043
2021-03-22,9,80.28938070243669
2021-03-22,10,68.54714520029704
2021-03-22,11,75.50396150531299
2021-03-22,12,84.71952946218997
2021-03-22,13,79.40511717603522
2021-03-22,14,73.18763757665886
2021-03-22,15,69.89519685929467
2021-03-22,16,65.86187375707395
2021-03-22,17,81.30805449078296
2021-03-22,18,85.35784091587588
2021-03-22,19,82.83788604292471
2021-03-22,21,68.1526524304894
2021-03-22,22,54.816263090390066
2021-03-22,23,58.97611614059164
2021-03-23,0,54.79514941928312
2021-03-23,1,47.618533412283526
2021-03-23,6,54.33122632279931
2021-03-23,7,72.44714304161394
2021-03-23,8,79.12614860660733
2021-03-23,9,78.00319289174737
2021-03-23,10,64.89487221211273
2021-03-23,11,67.32599433837646
2021-03-23,12,69.80791096811542
2021-03-23,13,72.43019415424853
2021-03-23,14,66.56051105416407
2021-03-23,15,64.11343217171779
2021-03-23,16,61.67026204941129
2021-03-23,17,80.57013832297682
2021-03-23,18,83.87820879419193
2021-03-23,19,72.8585602822683
2021-03-23,20,71.45798170816876
2021-03-23,21,62.613207640345735
2021-03-23,22,56.47736955853536
2021-03-23,23,59.75265077963513
2021-03-24,0,58.358602962545504
2021-03-24,2,55.35057194315894
2021-03-24,5,56.169784451093925
2021-03-24,6,53.90645022807146
2021-03-24,7,69.27187672485972
2021-03-24,8,79.26684728008749
2021-03-24,9,76.28728586385829
2021-03-24,11,70.77283274740034
2021-03-24,12,67.15727953495643
2021-03-24,13,69.91090576454806
2021-03-24,14,67.44003396262531
2021-03-24,15,71.69078564455369
2021-03-24,16,72.7348706969984
2021-03-24,17,86.42018330934971
2021-03-24,18,85.22394401972318
2021-03-24,19,81.05130404638865
2021-03-24,20,75.74133958201209
2021-03-24,21,65.90412925195925
2021-03-24,22,67.93080230801172
2021-03-24,23,65.7031950970751
2021-03-25,0,63.264437033598554
2021-03-25,1,52.57893501076124
2021-03-25,2,57.91782045479215
2021-03-25,5,54.769189339342944
2021-03-25,6,56.90422738255584
2021-03-25,7,69.6875650572895
2021-03-25,8,77.35359294772235
2021-03-25,9,75.03532565230833
2021-03-25,10,74.83768300842162
2021-03-25,11,78.31407138208974
2021-03-25,12,73.25955644611335
2021-03-25,13,72.24101716632819
2021-03-25,14,69.19257362842069
2021-03-25,15,69.45482166425575
2021-03-25,16,71.18953761745097
2021-03-25,17,83.55699937038688
2021-03-25,18,81.01671468478948
2021-03-25,19,82.71759237991701
2021-03-25,20,71.89755121868758
2021-03-25,21,60.59812884029163
2021-03-25,22,60.14966606673778
2021-03-25,23,60.54432206449218
2021-03-26,0,65.08759017349374
2021-03-26,1,51.21486432475062
2021-03-26,2,62.9804179438472
2021-03-26,5,51.82905213264454
2021-03-26,6,51.75179769172657
2021-03-26,7,69.26702017252897
2021-03-26,8,68.27903987749195
2021-03-26,9,76.84086972138294
2021-03-26,10,86.64451053647892
2021-03-26,11,89.40390146582196
2021-03-26,12,98.46125067333426
2021-03-26,13,85.37298355354292
2021-03-26,14,81.95829561279943
2021-03-26,15,89.68876273604623
2021-03-26,16,92.3647163020638
2021-03-26,17,93.645714002705
2021-03-26,18,90.06333991438339
2021-03-26,19,79.6582189605302
2021-03-26,20,73.1024696513357
2021-03-26,21,68.43524706174249
2021-03-26,22,68.92017224544264
2021-03-26,23,63.12496418668083
2021-03-27,0,60.51232085156623
2021-03-27,1,52.36800640899145
2021-03-27,2,71.23386494877863
2021-03-27,3,53.49755500087426
2021-03-27,4,50.85547510087386
2021-03-27,6,53.69307616974825
2021-03-27,7,68.64022999096521
2021-03-27,8,68.53526792957076
2021-03-27,9,81.45665910476959
2021-03-27,10,98.81058908886746
2021-03-27,11,103.80182372026161
2021-03-27,12,110.01453668663046
2021-03-27,13,116.6656696166636
2021-03-27,14,108.57449662850736
2021-03-27,15,101.13483905342446
2021-03-27,16,96.86918273640894
2021-03-27,17,100.07755034907191
2021-03-27,18,106.46152970329341
2021-03-27,19,91.18113943482125
2021-03-27,20,87.81810414129936
2021-03-27,21,76.07040824853351
2021-03-27,22,65.82415763908112
2021-03-27,23,63.41986094446403
2021-03-28,0,70.82625457246773
2021-03-28,1,56.756848735144764
2021-03-28,2,74.05749762424205
2021-03-28,3,55.787773460425534
2021-03-28,4,54.39235205843791
2021-03-28,5,61.30731119232604
2021-03-28,7,67.85748671259931
2021-03-28,8,68.4716657916704
2021-03-28,9,80.96700354352276
2021-03-28,10,90.95765597799388
2021-03-28,11,96.83439817469586
2021-03-28,12,104.90607823856527
2021-03-28,13,99.71131852844995
2021-03-28,14,87.95187035677966
2021-03-28,15,89.53764076951092
2021-03-28,16,91.76492331313071
2021-03-28,17,94.93876104304111
2021-03-28,18,99.86723928934573
2021-03-28,19,97.48435037597177
2021-03-28,20,91.09147111607987
2021-03-28,21,74.118020446766
2021-03-28,22,65.19343230184725
2021-03-28,23,62.786632784134405
2021-03-29,0,65.14308185949385
2021-03-29,2,55.95650864440385
2021-03-29,3,54.78222509053241
2021-03-29,4,56.28166458264164
2021-03-29,5,59.598343124940996
2021-03-29,6,55.81878002923787
2021-03-29,7,80.73896655217177
2021-03-29,8,84.18428189545999
2021-03-29,9,78.51007082988033
2021-03-29,10,64.38930833059734
2021-03-29,11,69.47363016532402
2021-03-29,12,81.09142963765609
2021-03-29,13,75.00378981395951
2021-03-29,14,76.63243149784651
2021-03-29,15,83.17376995731917
2021-03-29,16,77.916903105717
2021-03-29,17,85.77919264661199
2021-03-29,18,90.54716556704486
2021-03-29,19,94.64300422436827
2021-03-29,20,78.62852244089682
2021-03-29,21,69.18086317550305
2021-03-29,22,65.4068731041974
2021-03-29,23,63.38990157635255
2021-03-30,0,64.92845621374008
2021-03-30,2,54.30854202958609
2021-03-30,6,58.481168159773446
2021-03-30,7,74.47058191963606
2021-03-30,8,79.34324280506404
2021-03-30,9,68.15273194747881
2021-03-30,10,60.55209000084206
2021-03-30,11,60.164107835039175
2021-03-30,12,64.05399996254945
2021-03-30,13,63.062290738480286
2021-03-30,14,60.32710765692458
2021-03-30,15,66.24383399664626
2021-03-30,16,68.69436715393732
2021-03-30,17,87.26355878800325
2021-03-30,18,92.71878733511193
2021-03-30,19,97.03545931201225
2021-03-30,20,80.99072899302267
2021-03-30,21,72.95510379348022
2021-03-30,22,67.23676333026498
2021-03-30,23,65.2101772194761
2021-03-31,1,61.16096447047721
2021-03-31,2,63.12994546626595
2021-03-31,5,66.33566858392898
2021-03-31,6,63.1687646837825
2021-03-31,7,78.0496378016837
2021-03-31,8,83.38104031675033
2021-03-31,9,69.99285109178035
2021-03-31,10,73.20696915591593
2021-03-31,11,65.86952856447294
2021-03-31,12,62.661308943046706
2021-03-31,13,66.35207872717112
2021-03-31,14,65.02357752352782
2021-03-31,15,70.43433355482142
2021-03-31,16,74.73237495127921
2021-03-31,17,93.2962860189129
2021-03-31,18,95.79796326475203
2021-03-31,19,110.29905094316112
2021-03-31,20,89.83633365021142
2021-03-31,21,84.23096392685548
2021-03-31,22,80.52523648395592
2021-03-31,23,72.51588802436166
2021-04-01,0,58.89318680088215
2021-04-01,1,50.71763221030921
2021-04-01,2,59.16335587619446
2021-04-01,6,52.35003679977571
2021-04-01,7,70.10329482325942
2021-04-01,8,79.6408393844942
2021-04-01,9,75.20097148083481
2021-04-01,10,78.26864259040897
2021-04-01,11,81.98157167356963
2021-04-01,12,84.56314879056772
2021-04-01,13,86.54439814847788
2021-04-01,14,82.791890876139
2021-04-01,15,85.68075055615618
2021-04-01,16,85.50350585529273
2021-04-01,17,103.8348360057481
2021-04-01,18,103.43578151943971
2021-04-01,19,103.08820818471416
2021-04-01,20,81.33508196232134
2021-04-01,21,78.36831686861439
2021-04-01,22,77.64298722121808
2021-04-01,23,66.45899909808175
2021-04-02,0,63.013293946212855
2021-04-02,2,63.198799759559506
2021-04-02,5,53.978391574652164
2021-04-02,6,51.498810744594124
2021-04-02,7,71.30422506726939
2021-04-02,8,77.97647729506636
2021-04-02,9,77.73470358301155
2021-04-02,10,77.08159286573992
2021-04-02,11,91.28499506224844
2021-04-02,12,92.09839490616412
2021-04-02,13,85.3139935950731
2021-04-02,14,78.65011551959142
2021-04-02,15,78.47545479970425
2021-04-02,16,88.47364822271278
2021-04-02,17,80.68461364322654
2021-04-02,18,85.3489024138092
2021-04-02,19,93.35297678644508
2021-04-02,20,86.95387160856697
2021-04-02,21,74.11888403324605
2021-04-02,22,64.77530123315375
2021-04-02,23,57.11860397984502
2021-04-03,0,72.74043791965167
2021-04-03,1,61.844724478348084
2021-04-03,2,63.15458822856625
2021-04-03,3,67.3780886054915
2021-04-03,5,56.56121428890722
2021-04-03,6,54.31794752424018
2021-04-03,7,76.26481522524219
2021-04-03,8,76.06003582645224
2021-04-03,9,81.89384129788448
2021-04-03,10,103.95109456839094
2021-04-03,11,117.94038807750451
2021-04-03,12,116.16056343646042
2021-04-03,13,116.72897291725694
2021-04-03,14,110.6817465137388
2021-04-03,15,111.76413954208459
2021-04-03,16,110.30785098350464
2021-04-03,17,98.15602351206297
2021-04-03,18,101.02341155721075
2021-04-03,19,95.56171637069642
2021-04-03,20,87.38529765845718
2021-04-03,21,70.72091621124562
2021-04-03,22,58.308071228435345
2021-04-03,23,53.85411532232664
2021-04-04,0,80.61184464986398
2021-04-04,1,67.18389271455796
2021-04-04,2,64.77828765542426
2021-04-04,3,63.93210087292569
2021-04-04,6,59.87033934031652
2021-04-04,7,77.3886971498917
2021-04-04,8,81.58825648678213
2021-04-04,9,86.82189474125525
2021-04-04,10,96.82232828586376
2021-04-04,11,105.11004151316095
2021-04-04,12,108.13208724862844
2021-04-04,13,102.50246724520667
2021-04-04,14,86.98232213934624
2021-04-04,15,101.83068139368956
2021-04-04,16,87.59704787886403
2021-04-04,17,79.88442229034428
2021-04-04,18,81.10124497405027
2021-04-04,19,84.6551968413851
2021-04-04,20,79.33864377293193
2021-04-04,21,69.03025254265846
2021-04-04,22,61.74166544380069
2021-04-04,23,55.252023348872385
2021-04-05,0,61.455822956424726
2021-04-05,1,49.66717974515788
2021-04-05,2,49.99646935142803
2021-04-05,3,47.86991725334454
2021-04-05,5,47.69242742775846
2021-04-05,6,47.23785284708233
2021-04-05,7,71.0871671489567
2021-04-05,8,75.80830016628646
2021-04-05,9,74.12315836747786
2021-04-05,10,63.66172748130056
2021-04-05,11,75.17635222879821
2021-04-05,12,71.00355791597411
2021-04-05,13,69.18690011348008
2021-04-05,14,65.27454237591076
2021-04-05,15,68.30485428509044
2021-04-05,16,71.64209091153154
2021-04-05,17,83.06597979135321
2021-04-05,18,76.63979782368861
2021-04-05,19,75.29779469762678
2021-04-05,20,62.812788291127454
2021-04-05,21,53.5321274060364
2021-04-05,22,49.45016729758947
2021-04-05,23,57.272266333099836
2021-04-06,0,51.19259138687812
2021-04-06,1,48.532689997219535
2021-04-06,2,50.11767217825775
2021-04-06,5,51.66599466181874
2021-04-06,6,44.75237429911781
2021-04-06,7,62.315983986429416
2021-04-06,8,69.05398624114565
2021-04-06,9,70.45956558187531
2021-04-06,10,62.5624911672259
2021-04-06,11,70.13031732264942
2021-04-06,12,64.95319611036965
2021-04-06,13,69.07310309360462
2021-04-06,14,63.2166553659919
2021-04-06,15,59.941123021021184
2021-04-06,16,65.0907585362151
2021-04-06,17,77.52502679516587
2021-04-06,18,73.62560705687515
2021-04-06,19,67.82579175359106
2021-04-06,20,65.01535746891616
2021-04-06,21,56.497279453071876
2021-04-06,22,47.53674010992207
2021-04-06,23,51.09390141455379
2021-04-07,2,57.817850242275284
